Group	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control
clade_name	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis	0	0	0	0	0	0	0.22907	0	0	0	0	0	0	0	0	1.22121	0.03167	0.38582	0	0.14277	0.03754	0.03095	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3293	0	0.95475	0	0.81664	0	0	0.40084	0	0.01871	0	0	0	0	0	0	0.49957	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22818	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus	0	0	0	0.13713	0	0	0	0	0	0	0	0	0	0	0	0.12421	0	0	0.03299	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor	0.25581	0.32559	0.01204	0.16974	0	0.04858	0.04768	0.07528	0	0	0	0	0	0	0	0.11094	0.0173	0	0.06985	0	0.03225	0.05075	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB4487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06035	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0261	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenellaceae_unclassified	0.02639	0	0.03907	0.01148	0	0	0.00536	0	0	0	0	0	0	0	0	0.02104	0	0	0	0	0	0	0.00927
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Geddesella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01211	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2882|o__OFGB2882|f__FGB2882|g__GGB9186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01073	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB33516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01019	0	0.01234	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Fenollaria	0	0	0.00458	0	0	0	0	0.03903	0	0	0	0	0	0	0	0.00431	0	0	0	0	0	0	0.03993
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	0.01598	0	0.00036	0	0	0	0	0.00524	0	0	0	0	0	0	0	0.00334	0	0	0	0	0	0	0.00292
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	0.17012	0.03642	0	0.10782	0	0	0.01078	0.00082	0	0	0	0	0	0	0	0.00268	0	0	0	0	0	0	0.04182
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_vadensis	0	0	0	0	0	0	0.22907	0	0	0	0	0	0	0	0	1.22121	0.03167	0.38582	0	0.14277	0.03754	0.03095	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_sp_KLE1605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04771	0	0	0.25982	0	0	0	27.27178
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_NSJ_71	0	0	0	0	0	1.39513	0	0	0	0	0	0	0	0	0	0.67426	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3293|s__GGB3293_SGB4348	0	0.95475	0	0.81664	0	0	0.40084	0	0.01871	0	0	0	0	0	0	0.49957	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33238	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9501|s__GGB9501_SGB14898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22818	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF15_49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2131	0	0	0.27612	0	0	0	0.52602
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12421	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_bennonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11455	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens	0.07782	0	0.00497	0.0708	0	0	0	0	0	0	0	0	0	0	0	0.11127	0	0	0	0	0.00037	0	0.05619
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_sp_An10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11094	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB4487|s__GGB4487_SGB6184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06035	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	0.44316	0	0.00281	0.05678	0	0	0	0.27172	0	0	0	0	0	0	0	0.04864	0	0	0	0	0	0.15696	0.49568
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9620|s__GGB9620_SGB15068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0261	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_NSJ_33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02495	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenellaceae_unclassified|s__Christensenellaceae_bacterium	0.00068	0	0.03907	0.01148	0	0	0	0	0	0	0	0	0	0	0	0.02104	0	0	0	0	0	0	0.00927
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_hexanoica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01393	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Geddesella|s__Candidatus_Geddesella_stercoravicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01211	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2882|o__OFGB2882|f__FGB2882|g__GGB9186|s__GGB9186_SGB14125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01073	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB33516|s__GGB33516_SGB54347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01019	0	0.01234	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_MSK_20_85	0	0	0	0	0	0	0.26429	0.02534	0	0	0	0	0	0	0	0.00893	0.00312	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_NSJ_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00702	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis	0.01216	0	0.00212	0	0	0	0	0	0	0	0	0	0	0	0	0.00702	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Fenollaria|s__Fenollaria_timonensis	0	0	0.00458	0	0	0	0	0.03903	0	0	0	0	0	0	0	0.00431	0	0	0	0	0	0	0.03993
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_massiliensis	0	0	0.00036	0	0	0	0	0	0	0	0	0	0	0	0	0.00334	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_rubiinfantis	0.06995	0	0	0	0	0	0.01078	0.00082	0	0	0	0	0	0	0	0.00268	0	0	0	0	0	0	0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_vadensis|t__SGB9202	0	0	0	0	0	0	0.22907	0	0	0	0	0	0	0	0	1.22121	0.03167	0.38582	0	0.14277	0.03754	0.03095	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14137	0	0	0	0	0	0	0.00393	0	0	0	0	0	0	0	0	1.14687	0.08958	0	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_sp_KLE1605|t__SGB9224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04771	0	0	0.25982	0	0	0	27.27178
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_NSJ_71|t__SGB4290	0	0	0	0	0	1.39513	0	0	0	0	0	0	0	0	0	0.67426	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3293|s__GGB3293_SGB4348|t__SGB4348	0	0.95475	0	0.81664	0	0	0.40084	0	0.01871	0	0	0	0	0	0	0.49957	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35173	0.01677	0	0	0	0	0	0.29233
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans|t__SGB5193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33238	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9501|s__GGB9501_SGB14898|t__SGB14898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22818	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF15_49|t__SGB5111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2131	0	0	0.27612	0	0	0	0.52602
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB4247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1549	1.81411	0.95794	0.08131	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB15385	0.18938	0	0.04984	0	0	0	0.11457	0	0	0	0	0	0	0	0	0.14229	0.22923	0.09306	0.02145	0	0	0.0286	0.03716
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_timonensis|t__SGB5741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12421	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_bennonis|t__SGB1985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11455	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens|t__SGB15126	0.07782	0	0.00497	0.0708	0	0	0	0	0	0	0	0	0	0	0	0.11127	0	0	0	0	0.00037	0	0.05619
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_sp_An10|t__SGB15134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11094	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB15413	0.05182	0	0.05426	0	0	0	0	0	0.00464	0	0	0	0	0	0	0.08336	0.00811	0.02246	0.0281	0	0	0	0.05241
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14932	0.00445	0	0	0.02892	0	0	0	0	0	0	0	0	0	0	0	0.07962	0	0.01219	0	0	0.03363	0	0.17419
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB4487|s__GGB4487_SGB6184|t__SGB6184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06035	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii|t__SGB1858	0.44316	0	0.00281	0.05678	0	0	0	0.27172	0	0	0	0	0	0	0	0.04864	0	0	0	0	0	0.15696	0.49568
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_hallii|t__SGB4532	0	0.10582	0.06598	0.00481	0	0	1.5126	0.13745	0.02874	0	0	0	0	0	0	0.04045	0.00286	0	0.05457	0.01076	0	0.04526	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB14906	0	0	0	0	0	0	0	0.1353	0	0	0	0	0	0	0	0.03739	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB3991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0325	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB14177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03147	0	0	0	0	0	0	0.00236
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9620|s__GGB9620_SGB15068|t__SGB15068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0261	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_NSJ_33|t__SGB25547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02495	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB53517	0.00085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02364	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenellaceae_unclassified|s__Christensenellaceae_bacterium|t__SGB14127	0.00068	0	0.00327	0.00871	0	0	0	0	0	0	0	0	0	0	0	0.02104	0	0	0	0	0	0	0.0029
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01483	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_hexanoica|t__SGB5852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01393	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Geddesella|s__Candidatus_Geddesella_stercoravicola|t__SGB14262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01211	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2882|o__OFGB2882|f__FGB2882|g__GGB9186|s__GGB9186_SGB14125|t__SGB14125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01073	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB33516|s__GGB33516_SGB54347|t__SGB54347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01019	0	0.01234	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_MSK_20_85|t__SGB4828_group	0	0	0	0	0	0	0.26429	0.02534	0	0	0	0	0	0	0	0.00893	0.00312	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_NSJ_31|t__SGB14839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00702	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis|t__SGB1517	0.01216	0	0.00212	0	0	0	0	0	0	0	0	0	0	0	0	0.00702	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00462	0	0	0	0	0	0	0.02485
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Fenollaria|s__Fenollaria_timonensis|t__SGB6719	0	0	0.00458	0	0	0	0	0.03903	0	0	0	0	0	0	0	0.00431	0	0	0	0	0	0	0.03993
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_massiliensis|t__SGB4044	0	0	0.00036	0	0	0	0	0	0	0	0	0	0	0	0	0.00334	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_rubiinfantis|t__SGB25416	0.06995	0	0	0	0	0	0.01078	0.00082	0	0	0	0	0	0	0	0.00268	0	0	0	0	0	0	0
k__Archaea	0.01467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02726	0	0	0	0	0	1.04432
k__Archaea|p__Candidatus_Thermoplasmatota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02726	0	0	0	0	0	0.60386
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02726	0	0	0	0	0	0.60386
k__Bacteria|p__Verrucomicrobia|c__CFGB6128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01218	0.00082	0	0	0	0	0
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02726	0	0	0	0	0	0.60386
k__Bacteria|p__Verrucomicrobia|c__CFGB6128|o__OFGB6128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01218	0.00082	0	0	0	0	0
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02726	0	0	0	0	0	0.60386
k__Bacteria|p__Verrucomicrobia|c__CFGB6128|o__OFGB6128|f__FGB6128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01218	0.00082	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30307	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26559	0	0	0	0	0.41519	0.23624
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17375	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4549	0	0	0	0	0	0	0.9978	0	0	0	0	0	0	0	0	0	0.15964	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03085	0	0.09933	0	0	0	0
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02726	0	0	0	0	0	0.60386
k__Bacteria|p__Verrucomicrobia|c__CFGB6128|o__OFGB6128|f__FGB6128|g__GGB52930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01218	0.00082	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9694	0.12163	0	0	0	0	0	0.09806	0	0	0	0	0	0	0	0	0	0.01189	0	0	0	0	0	3.54893
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00168	0	0	0	0.04359	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4698|s__GGB4698_SGB6498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30307	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9176|s__GGB9176_SGB14114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26559	0	0	0	0	0.41519	0.23624
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__Bacilli_unclassified|s__Bacilli_unclassified_SGB6502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22169	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4676|s__GGB4676_SGB6465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17375	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4549|s__GGB4549_SGB6271	0	0	0	0	0	0	0.9978	0	0	0	0	0	0	0	0	0	0.15964	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__Bacilli_unclassified|s__Bacilli_unclassified_SGB6422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15473	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB4191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08726	0	0.02266	0	0	0.02848	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4588|s__GGB4588_SGB6347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03085	0	0.09933	0	0	0	0
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus|s__Candidatus_Methanomassiliicoccus_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02726	0	0	0	0	0	0.60386
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii	0.25581	0.32559	0.01204	0.16974	0	0.04858	0.04768	0.07528	0	0	0	0	0	0	0	0	0.0173	0	0.06985	0	0.03225	0.05075	0
k__Bacteria|p__Verrucomicrobia|c__CFGB6128|o__OFGB6128|f__FGB6128|g__GGB52930|s__GGB52930_SGB73859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01218	0.00082	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9694|s__GGB9694_SGB15203	0.08123	0	0	0	0	0	0.09806	0	0	0	0	0	0	0	0	0	0.01189	0	0	0	0	0	0.00385
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9619|s__GGB9619_SGB15067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00168	0	0	0	0.04359	0	0
